companyName,primaryExchange,calculationPrice,open,openTime,openSource,close,closeTime,closeSource,high,highTime,highSource,low,lowTime,lowSource,latestPrice,latestSource,latestTime,latestUpdate,latestVolume,iexRealtimePrice,iexRealtimeSize,iexLastUpdated,delayedPrice,delayedPriceTime,oddLotDelayedPrice,oddLotDelayedPriceTime,extendedPrice,extendedChange,extendedChangePercent,extendedPriceTime,previousClose,previousVolume,change,changePercent,volume,iexMarketPercent,iexVolume,avgTotalVolume,iexBidPrice,iexBidSize,iexAskPrice,iexAskSize,iexOpen,iexOpenTime,iexClose,iexCloseTime,marketCap,peRatio,week52High,week52Low,ytdChange,lastTradeTime,currency,isUSMarketOpen
Tesla Inc,NASDAQ/NGS (GLOBAL SELECT MARKET),close,672,2021-07-30 13:30:01.109,official,687.2,2021-07-30 20:00:01.064,official,697.53,2021-07-30 20:00:02.101,15 minute delayed price,669,2021-07-30 13:33:23.186,15 minute delayed price,687.2,Close,2021-07-30,2021-07-30 20:00:01.064,29656411,,,,687.6,2021-07-30 19:59:59.667,687.574,2021-07-30 19:59:58.896,687.87,0.67,0.00097,2021-07-30 23:59:28.650,677.35,30394637,9.85,0.01454,29656411,,,21492911,,,,,687.4,2021-07-30 20:09:33.561,687.58,2021-07-30 19:59:56.472,680338416578,363.6,900.4,273,-0.01163370725693302,2021-07-30 20:00:10.135,USD,False
